regime,ablation,training_fraction,model_family,checkpoint_path,training_config_id,life_bin,bin,n_samples,n_nodes,mae_loglife,rmse_loglife,signed_mean_error_loglife,median_abs_error_loglife,MAE,RMSE,signed_mean_error,median_abs_error,unstable,training_fraction_pct,training_geometries,evaluation_label
Zonal,Edge,1.0,PointNetMLPJoint_FP,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge\PointNetMLPJoint_FP\Trained_models\pnmlp_16932d84.pt,Edge:PointNetMLPJoint_FP:pnmlp_16932d84,4 <= log_life < 6,4 <= log_life < 6,239075,239075,0.012794475071132183,0.03134286776185036,-0.0015125214122235775,0.005403995513916016,0.012794475071132183,0.03134286776185036,-0.0015125214122235775,0.005403995513916016,False,100.0,4000,validation-split evaluation
Zonal,Edge,1.0,PointNetMLPJoint_FP,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge\PointNetMLPJoint_FP\Trained_models\pnmlp_16932d84.pt,Edge:PointNetMLPJoint_FP:pnmlp_16932d84,log_life >= 6,log_life >= 6,426681,426681,0.01182186882942915,0.023524688556790352,0.0011760859051719308,0.0067920684814453125,0.01182186882942915,0.023524688556790352,0.0011760859051719308,0.0067920684814453125,False,100.0,4000,validation-split evaluation
Zonal,Edge_10,0.1,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_10\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_10:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,Full test set,Full test set,679000,679000,0.04058443009853363,0.08689647912979126,0.000618453836068511,0.0195462703704834,0.04058443009853363,0.08689647912979126,0.000618453836068511,0.0195462703704834,False,10.0,400,validation-split evaluation
Zonal,Edge_10,0.1,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_10\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_10:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,log_life < 2,log_life < 2,1030,1030,0.3939432203769684,0.46041831374168396,0.3700747489929199,0.3657342791557312,0.3939432203769684,0.46041831374168396,0.3700747489929199,0.3657342791557312,False,10.0,400,validation-split evaluation
Zonal,Edge_10,0.1,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_10\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_10:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,2 <= log_life < 3,2 <= log_life < 3,3491,3491,0.2943485677242279,0.39500436186790466,0.0896918997168541,0.21901178359985352,0.2943485677242279,0.39500436186790466,0.0896918997168541,0.21901178359985352,False,10.0,400,validation-split evaluation
Zonal,Edge_10,0.1,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_10\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_10:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,3 <= log_life < 4,3 <= log_life < 4,8723,8723,0.1835276484489441,0.28034788370132446,0.014562959782779217,0.11701464653015137,0.1835276484489441,0.28034788370132446,0.014562959782779217,0.11701464653015137,False,10.0,400,validation-split evaluation
Zonal,Edge_10,0.1,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_10\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_10:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,4 <= log_life < 6,4 <= log_life < 6,239075,239075,0.04584690183401108,0.09461866319179535,0.0005294777220115066,0.019587039947509766,0.04584690183401108,0.09461866319179535,0.0005294777220115066,0.019587039947509766,False,10.0,400,validation-split evaluation
Zonal,Edge_10,0.1,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_10\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_10:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,log_life >= 6,log_life >= 6,426681,426681,0.03178425133228302,0.06004076823592186,-0.001237408840097487,0.018875598907470703,0.03178425133228302,0.06004076823592186,-0.001237408840097487,0.018875598907470703,False,10.0,400,validation-split evaluation
Zonal,Edge_10,0.1,PointNetMLPJoint_FP,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_10\PointNetMLPJoint_FP\Trained_models\pnmlp_16932d84.pt,Edge_10:PointNetMLPJoint_FP:pnmlp_16932d84,Full test set,Full test set,679000,679000,0.03714447468519211,0.07686028629541397,0.00029306675423868,0.019379615783691406,0.03714447468519211,0.07686028629541397,0.00029306675423868,0.019379615783691406,False,10.0,400,validation-split evaluation
Zonal,Edge_10,0.1,PointNetMLPJoint_FP,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_10\PointNetMLPJoint_FP\Trained_models\pnmlp_16932d84.pt,Edge_10:PointNetMLPJoint_FP:pnmlp_16932d84,log_life < 2,log_life < 2,1030,1030,0.25206756591796875,0.3135848343372345,0.1860014796257019,0.2191116213798523,0.25206756591796875,0.3135848343372345,0.1860014796257019,0.2191116213798523,False,10.0,400,validation-split evaluation
