regime,ablation,training_fraction,model_family,checkpoint_path,training_config_id,life_bin,bin,n_samples,n_nodes,mae_loglife,rmse_loglife,signed_mean_error_loglife,median_abs_error_loglife,MAE,RMSE,signed_mean_error,median_abs_error,unstable,training_fraction_pct,training_geometries,evaluation_label
Zonal,Edge_50,0.5,PointNetMLPJoint_FP,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_50\PointNetMLPJoint_FP\Trained_models\pnmlp_16932d84.pt,Edge_50:PointNetMLPJoint_FP:pnmlp_16932d84,log_life >= 6,log_life >= 6,426681,426681,0.01751304417848587,0.036190230399370193,-0.0018627012614160776,0.010335922241210938,0.01751304417848587,0.036190230399370193,-0.0018627012614160776,0.010335922241210938,False,50.0,2000,validation-split evaluation
Zonal,Edge_75,0.75,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_75:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,Full test set,Full test set,679000,679000,0.01707514002919197,0.04626265913248062,-0.000425037054810673,0.006415843963623047,0.01707514002919197,0.04626265913248062,-0.000425037054810673,0.006415843963623047,False,75.0,3000,validation-split evaluation
Zonal,Edge_75,0.75,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_75:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,log_life < 2,log_life < 2,1030,1030,0.24815119802951813,0.2730845808982849,0.20215168595314026,0.2524976134300232,0.24815119802951813,0.2730845808982849,0.20215168595314026,0.2524976134300232,False,75.0,3000,validation-split evaluation
Zonal,Edge_75,0.75,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_75:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,2 <= log_life < 3,2 <= log_life < 3,3491,3491,0.187648743391037,0.23063911497592926,-0.013029481284320354,0.17351102828979492,0.187648743391037,0.23063911497592926,-0.013029481284320354,0.17351102828979492,False,75.0,3000,validation-split evaluation
Zonal,Edge_75,0.75,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_75:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,3 <= log_life < 4,3 <= log_life < 4,8723,8723,0.09771311283111572,0.1444956511259079,0.009824112989008427,0.07122540473937988,0.09771311283111572,0.1444956511259079,0.009824112989008427,0.07122540473937988,False,75.0,3000,validation-split evaluation
Zonal,Edge_75,0.75,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_75:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,4 <= log_life < 6,4 <= log_life < 6,239075,239075,0.016934214159846306,0.04855477809906006,0.00047348797670565546,0.005121707916259766,0.016934214159846306,0.04855477809906006,0.00047348797670565546,0.005121707916259766,False,75.0,3000,validation-split evaluation
Zonal,Edge_75,0.75,ArGEnT_self_att_noSDF,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\ArGEnT_self_att_noSDF\Trained_models\argent_self_nosdf_s_177b264d.pt,Edge_75:ArGEnT_self_att_noSDF:argent_self_nosdf_s_177b264d,log_life >= 6,log_life >= 6,426681,426681,0.013552145101130009,0.03229237347841263,-0.0015239143976941705,0.006993293762207031,0.013552145101130009,0.03229237347841263,-0.0015239143976941705,0.006993293762207031,False,75.0,3000,validation-split evaluation
Zonal,Edge_75,0.75,PointNetMLPJoint_FP,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\PointNetMLPJoint_FP\Trained_models\pnmlp_16932d84.pt,Edge_75:PointNetMLPJoint_FP:pnmlp_16932d84,Full test set,Full test set,679000,679000,0.015124705620110035,0.03596271574497223,-0.00039837605436332524,0.007219791412353516,0.015124705620110035,0.03596271574497223,-0.00039837605436332524,0.007219791412353516,False,75.0,3000,validation-split evaluation
Zonal,Edge_75,0.75,PointNetMLPJoint_FP,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\PointNetMLPJoint_FP\Trained_models\pnmlp_16932d84.pt,Edge_75:PointNetMLPJoint_FP:pnmlp_16932d84,log_life < 2,log_life < 2,1030,1030,0.07128411531448364,0.1148775964975357,0.01889084465801716,0.04544413089752197,0.07128411531448364,0.1148775964975357,0.01889084465801716,0.04544413089752197,False,75.0,3000,validation-split evaluation
Zonal,Edge_75,0.75,PointNetMLPJoint_FP,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\PointNetMLPJoint_FP\Trained_models\pnmlp_16932d84.pt,Edge_75:PointNetMLPJoint_FP:pnmlp_16932d84,2 <= log_life < 3,2 <= log_life < 3,3491,3491,0.0696583092212677,0.10777737945318222,0.0037000251468271017,0.04569363594055176,0.0696583092212677,0.10777737945318222,0.0037000251468271017,0.04569363594055176,False,75.0,3000,validation-split evaluation
Zonal,Edge_75,0.75,PointNetMLPJoint_FP,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\PointNetMLPJoint_FP\Trained_models\pnmlp_16932d84.pt,Edge_75:PointNetMLPJoint_FP:pnmlp_16932d84,3 <= log_life < 4,3 <= log_life < 4,8723,8723,0.06679847836494446,0.10207275301218033,0.010243933647871017,0.0449528694152832,0.06679847836494446,0.10207275301218033,0.010243933647871017,0.0449528694152832,False,75.0,3000,validation-split evaluation
Zonal,Edge_75,0.75,PointNetMLPJoint_FP,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\PointNetMLPJoint_FP\Trained_models\pnmlp_16932d84.pt,Edge_75:PointNetMLPJoint_FP:pnmlp_16932d84,4 <= log_life < 6,4 <= log_life < 6,239075,239075,0.015348986722528934,0.04005204886198044,0.0003281366953160614,0.006351470947265625,0.015348986722528934,0.04005204886198044,0.0003281366953160614,0.006351470947265625,False,75.0,3000,validation-split evaluation
Zonal,Edge_75,0.75,PointNetMLPJoint_FP,c:\Users\abfat\Desktop\Disc_lifing_paper_v2\Zonal\Edge_75\PointNetMLPJoint_FP\Trained_models\pnmlp_16932d84.pt,Edge_75:PointNetMLPJoint_FP:pnmlp_16932d84,log_life >= 6,log_life >= 6,426681,426681,0.013360878452658653,0.028624996542930603,-0.0011031164322048426,0.007503032684326172,0.013360878452658653,0.028624996542930603,-0.0011031164322048426,0.007503032684326172,False,75.0,3000,validation-split evaluation
