regime,ablation,model_family,grouped_region,n_nodes,LogLife_MAE,LogLife_RMSE,signed_mean_LogLife_error,median_abs_LogLife_error,Stress_MAE,Stress_RMSE,status
Zonal,Edge_arc_feat,ArGEnT_self_att_noSDF,Critical lower transition,66662,0.015941270354957827,0.036683648625302316,-9.433230843569618e-06,0.00445556640625,2.017179807933235,4.352209306671608,ok
Zonal,Edge_arc_feat,ArGEnT_self_att_noSDF,Rim features,217212,0.012743891901753282,0.024733784540565726,-0.0004062785010319203,0.006805419921875,1.4358912934177417,3.0113164250068833,ok
Zonal,Edge_arc_feat,ArGEnT_self_att_noSDF,Remaining contour,370703,0.007277249431951493,0.015530603191260655,-0.00034157460322603583,0.0038061141967773438,0.9587842503770655,1.8375675428058225,ok
Zonal,Edge_arc_feat,PointNetMLPJoint_FP_headfeat,Critical lower transition,66662,0.012078260405114916,0.028598936203480602,-0.0002214907290181145,0.004277229309082031,1.5841720149353327,3.789599037444583,ok
Zonal,Edge_arc_feat,PointNetMLPJoint_FP_headfeat,Rim features,217212,0.010947654359264229,0.02195701963855552,7.781988097121939e-05,0.005688667297363281,1.2204560309227572,2.6555239808383857,ok
Zonal,Edge_arc_feat,PointNetMLPJoint_FP_headfeat,Remaining contour,370703,0.006001880150179761,0.011860877081175334,0.00024214790028054267,0.003345489501953125,0.7933725445908475,1.4477420881911716,ok
Zonal,Edge_arc_feat,PointNetMLPJoint_headfeat,Critical lower transition,66662,0.022079938038723587,0.04694606680726554,0.00045404548291116953,0.007571220397949219,2.7168531651036374,5.974521812890932,ok
Zonal,Edge_arc_feat,PointNetMLPJoint_headfeat,Rim features,217212,0.019141965098858117,0.03938517731035685,0.001991476397961378,0.009711980819702148,2.193833864949398,4.9588315862952985,ok
Zonal,Edge_arc_feat,PointNetMLPJoint_headfeat,Remaining contour,370703,0.010567579306120328,0.021776891019531185,-0.00019958787015639246,0.006035804748535156,1.3837723119263197,2.5110892153360234,ok
