model,geometry_index,band,threshold,n_nodes,mae,rmse,bias
MATCH_250K,228,all,all,679,0.019263174384832382,0.04770134389400482,-0.0056067598052322865
MATCH_250K,228,log_life_lt_2,2.0,2,0.35840511322021484,0.363414466381073,0.35840511322021484
MATCH_250K,228,log_life_lt_3,3.0,4,0.32740354537963867,0.33883705735206604,0.32740354537963867
MATCH_250K,228,log_life_lt_4,4.0,7,0.21781839430332184,0.261588990688324,0.21781839430332184
MATCH_250K,228,log_life_lt_5,5.0,51,0.04971647262573242,0.1032816469669342,0.03728766366839409
MATCH_250K,228,log_life_lt_6,6.0,238,0.025776559486985207,0.0653131976723671,0.0001383388735121116
MATCH_250K,915,all,all,679,0.02187143638730049,0.056565407663583755,-0.007606047205626965
MATCH_250K,915,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,915,log_life_lt_3,3.0,4,0.1602962613105774,0.1801956593990326,-0.1602962613105774
MATCH_250K,915,log_life_lt_4,4.0,10,0.15499679744243622,0.1930040866136551,-0.1129462942481041
MATCH_250K,915,log_life_lt_5,5.0,69,0.05343795567750931,0.11086387932300568,-0.008529632352292538
MATCH_250K,915,log_life_lt_6,6.0,243,0.025676731020212173,0.06695205718278885,-0.004162483382970095
MATCH_250K,794,all,all,679,0.019487258046865463,0.04966311901807785,0.002774703549221158
MATCH_250K,794,log_life_lt_2,2.0,2,0.26020729541778564,0.2712929844856262,0.26020729541778564
MATCH_250K,794,log_life_lt_3,3.0,5,0.22705745697021484,0.2406081259250641,0.22705745697021484
MATCH_250K,794,log_life_lt_4,4.0,11,0.17403139173984528,0.20105911791324615,0.17403139173984528
MATCH_250K,794,log_life_lt_5,5.0,79,0.047235701233148575,0.09066366404294968,0.031797535717487335
MATCH_250K,794,log_life_lt_6,6.0,243,0.028164763003587723,0.06775162369012833,0.005593427456915379
MATCH_250K,3021,all,all,679,0.019596930593252182,0.05921414867043495,0.006218398455530405
MATCH_250K,3021,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,3021,log_life_lt_3,3.0,4,0.2710367441177368,0.40199407935142517,0.13303470611572266
MATCH_250K,3021,log_life_lt_4,4.0,7,0.1906202882528305,0.3108082711696625,0.08421141654253006
MATCH_250K,3021,log_life_lt_5,5.0,32,0.1308845579624176,0.2203892320394516,0.09634877741336823
MATCH_250K,3021,log_life_lt_6,6.0,219,0.0350765585899353,0.0995154157280922,0.019251307472586632
MATCH_250K,3543,all,all,679,0.01829485036432743,0.05088849738240242,0.0011937577510252595
MATCH_250K,3543,log_life_lt_2,2.0,2,0.42225295305252075,0.42458996176719666,0.42225295305252075
MATCH_250K,3543,log_life_lt_3,3.0,3,0.39475443959236145,0.39832499623298645,0.39475443959236145
MATCH_250K,3543,log_life_lt_4,4.0,8,0.2601271867752075,0.2846836447715759,0.19977103173732758
MATCH_250K,3543,log_life_lt_5,5.0,65,0.053959984332323074,0.12561815977096558,0.033084407448768616
MATCH_250K,3543,log_life_lt_6,6.0,246,0.026469336822628975,0.07367880642414093,0.004520867485553026
MATCH_250K,1073,all,all,679,0.022164903581142426,0.05515800416469574,0.006638411898165941
MATCH_250K,1073,log_life_lt_2,2.0,1,0.22556734085083008,0.22556734085083008,0.22556734085083008
MATCH_250K,1073,log_life_lt_3,3.0,4,0.1816096305847168,0.18876001238822937,-0.021678566932678223
MATCH_250K,1073,log_life_lt_4,4.0,10,0.1556335985660553,0.1630178540945053,0.03570837900042534
MATCH_250K,1073,log_life_lt_5,5.0,95,0.033358145505189896,0.07312968373298645,0.0017942780395969748
MATCH_250K,1073,log_life_lt_6,6.0,265,0.028457382693886757,0.0689120814204216,0.003881672164425254
MATCH_250K,3351,all,all,679,0.02045789547264576,0.05453228950500488,0.0024352902546525
MATCH_250K,3351,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,3351,log_life_lt_3,3.0,3,0.3458333909511566,0.3476361036300659,0.3458333909511566
MATCH_250K,3351,log_life_lt_4,4.0,7,0.24223974347114563,0.2699752748012543,0.24223974347114563
MATCH_250K,3351,log_life_lt_5,5.0,25,0.10845749080181122,0.15967410802841187,0.0508318692445755
MATCH_250K,3351,log_life_lt_6,6.0,201,0.036815106868743896,0.09272295236587524,0.0016462032217532396
MATCH_250K,1744,all,all,679,0.021618548780679703,0.05719129368662834,-0.004998498596251011
MATCH_250K,1744,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,1744,log_life_lt_3,3.0,3,0.16346995532512665,0.18388742208480835,-0.16346995532512665
MATCH_250K,1744,log_life_lt_4,4.0,10,0.13163380324840546,0.17053332924842834,-0.043625544756650925
MATCH_250K,1744,log_life_lt_5,5.0,70,0.05078951269388199,0.1135256364941597,-0.01621507853269577
MATCH_250K,1744,log_life_lt_6,6.0,233,0.028353555127978325,0.07537456601858139,-0.00031105539528653026
MATCH_250K,1084,all,all,679,0.019893940538167953,0.05561097338795662,0.003077100496739149
MATCH_250K,1084,log_life_lt_2,2.0,2,0.29205137491226196,0.2947976589202881,0.29205137491226196
MATCH_250K,1084,log_life_lt_3,3.0,4,0.2791483700275421,0.282490074634552,0.2791483700275421
MATCH_250K,1084,log_life_lt_4,4.0,12,0.1517893224954605,0.18858058750629425,0.15172533690929413
MATCH_250K,1084,log_life_lt_5,5.0,90,0.03956703469157219,0.08324936032295227,0.015919331461191177
MATCH_250K,1084,log_life_lt_6,6.0,240,0.026975801214575768,0.07469692081212997,0.0036153539549559355
MATCH_250K,926,all,all,679,0.018786853179335594,0.04340650886297226,0.0011109743500128388
MATCH_250K,926,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,926,log_life_lt_3,3.0,5,0.15615658462047577,0.16469745337963104,-0.07585740089416504
MATCH_250K,926,log_life_lt_4,4.0,18,0.11352508515119553,0.12876443564891815,-0.0073515973053872585
MATCH_250K,926,log_life_lt_5,5.0,124,0.033438581973314285,0.06425702571868896,-0.008436460979282856
MATCH_250K,926,log_life_lt_6,6.0,267,0.025883186608552933,0.06067954748868942,-0.007998269982635975
MATCH_250K,3049,all,all,679,0.018631650134921074,0.04562404751777649,0.00012656726175919175
MATCH_250K,3049,log_life_lt_2,2.0,2,0.2228376865386963,0.22307078540325165,0.2228376865386963
MATCH_250K,3049,log_life_lt_3,3.0,3,0.19571375846862793,0.19961108267307281,0.19571375846862793
MATCH_250K,3049,log_life_lt_4,4.0,8,0.18269184231758118,0.2215837985277176,0.06324401497840881
MATCH_250K,3049,log_life_lt_5,5.0,53,0.0547407828271389,0.10336615145206451,0.008564809337258339
MATCH_250K,3049,log_life_lt_6,6.0,243,0.026156017556786537,0.06795194000005722,-0.0026062652468681335
MATCH_250K,1117,all,all,679,0.021587705239653587,0.061218660324811935,0.0061538792215287685
MATCH_250K,1117,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,1117,log_life_lt_3,3.0,3,0.5696812272071838,0.5724810361862183,0.5696812272071838
MATCH_250K,1117,log_life_lt_4,4.0,6,0.4196864366531372,0.4623955488204956,0.4196864366531372
MATCH_250K,1117,log_life_lt_5,5.0,16,0.2440972477197647,0.3165918290615082,0.14628346264362335
MATCH_250K,1117,log_life_lt_6,6.0,182,0.038964953273534775,0.10302837938070297,0.014935774728655815
MATCH_250K,642,all,all,679,0.021350925788283348,0.06162075325846672,0.0005602214951068163
MATCH_250K,642,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,642,log_life_lt_3,3.0,3,0.15219838917255402,0.16614851355552673,-0.15219838917255402
MATCH_250K,642,log_life_lt_4,4.0,13,0.16665977239608765,0.2136491984128952,-0.04949226602911949
MATCH_250K,642,log_life_lt_5,5.0,80,0.056617964059114456,0.1205265074968338,-0.006062021944671869
MATCH_250K,642,log_life_lt_6,6.0,243,0.03479330986738205,0.09388135373592377,0.004473940469324589
MATCH_250K,4767,all,all,679,0.019379379227757454,0.04164028912782669,0.0010707848705351353
MATCH_250K,4767,log_life_lt_2,2.0,2,0.09229755401611328,0.10572613030672073,0.09229755401611328
MATCH_250K,4767,log_life_lt_3,3.0,4,0.1435984969139099,0.1722840517759323,0.1435984969139099
MATCH_250K,4767,log_life_lt_4,4.0,15,0.0874355137348175,0.11484744399785995,0.030364783480763435
MATCH_250K,4767,log_life_lt_5,5.0,124,0.02533363550901413,0.04865175485610962,-0.009044510312378407
MATCH_250K,4767,log_life_lt_6,6.0,256,0.022354334592819214,0.05128756910562515,-0.0066935112699866295
MATCH_250K,501,all,all,679,0.02134145051240921,0.0604911744594574,-0.00048787181731313467
MATCH_250K,501,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,501,log_life_lt_3,3.0,3,0.45165959000587463,0.4573442041873932,-0.45165959000587463
MATCH_250K,501,log_life_lt_4,4.0,6,0.41109800338745117,0.4419817328453064,-0.2802670896053314
MATCH_250K,501,log_life_lt_5,5.0,27,0.13091954588890076,0.22012029588222504,-0.030612114816904068
MATCH_250K,501,log_life_lt_6,6.0,206,0.030892593786120415,0.08891068398952484,-0.0017693667905405164
MATCH_250K,4066,all,all,679,0.019094958901405334,0.04541448503732681,-0.0038219785783439875
MATCH_250K,4066,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,4066,log_life_lt_3,3.0,4,0.17852330207824707,0.18946176767349243,-0.17852330207824707
MATCH_250K,4066,log_life_lt_4,4.0,17,0.10752808302640915,0.12333723157644272,-0.04584445804357529
MATCH_250K,4066,log_life_lt_5,5.0,129,0.032315030694007874,0.0744534432888031,-0.00628025783225894
MATCH_250K,4066,log_life_lt_6,6.0,271,0.025493554770946503,0.06151231378316879,-0.0066973320208489895
MATCH_250K,333,all,all,679,0.02698083035647869,0.05424821749329567,-0.010959857143461704
MATCH_250K,333,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,333,log_life_lt_3,3.0,4,0.30091434717178345,0.3015865385532379,-0.30091434717178345
MATCH_250K,333,log_life_lt_4,4.0,12,0.1920115351676941,0.22554786503314972,-0.1920115351676941
MATCH_250K,333,log_life_lt_5,5.0,115,0.04982680454850197,0.09440580755472183,-0.04782024025917053
MATCH_250K,333,log_life_lt_6,6.0,264,0.036583077162504196,0.07470417767763138,-0.029373453930020332
MATCH_250K,4684,all,all,679,0.020161332562565804,0.05941930413246155,0.000894633587449789
MATCH_250K,4684,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,4684,log_life_lt_3,3.0,5,0.13642916083335876,0.14794394373893738,-0.06539378315210342
MATCH_250K,4684,log_life_lt_4,4.0,9,0.134221151471138,0.1656002253293991,-0.0779336541891098
MATCH_250K,4684,log_life_lt_5,5.0,67,0.05042007938027382,0.10037734359502792,-0.019223690032958984
MATCH_250K,4684,log_life_lt_6,6.0,254,0.0297310259193182,0.09117825329303741,-0.006269565783441067
MATCH_250K,486,all,all,679,0.02332882583141327,0.05410362780094147,-0.007981774397194386
MATCH_250K,486,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,486,log_life_lt_3,3.0,3,0.2384951114654541,0.2534225285053253,-0.2384951114654541
MATCH_250K,486,log_life_lt_4,4.0,10,0.20171275734901428,0.2616892457008362,-0.07339873164892197
MATCH_250K,486,log_life_lt_5,5.0,115,0.03851392865180969,0.0936746671795845,-0.006740279961377382
MATCH_250K,486,log_life_lt_6,6.0,248,0.028072655200958252,0.07134269922971725,-0.003022149670869112
MATCH_250K,1962,all,all,679,0.019683994352817535,0.045172058045864105,0.007295908406376839
MATCH_250K,1962,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,1962,log_life_lt_3,3.0,3,0.041419584304094315,0.0665806382894516,0.03523246571421623
MATCH_250K,1962,log_life_lt_4,4.0,5,0.07441911846399307,0.11629626154899597,0.06460313498973846
MATCH_250K,1962,log_life_lt_5,5.0,46,0.0566139742732048,0.10768700391054153,0.017008833587169647
MATCH_250K,1962,log_life_lt_6,6.0,225,0.02608102187514305,0.05969105288386345,0.011640646494925022
MATCH_250K,393,all,all,679,0.019470898434519768,0.05719456076622009,-0.0031743303406983614
MATCH_250K,393,log_life_lt_2,2.0,1,0.12043380737304688,0.12043380737304688,0.12043380737304688
MATCH_250K,393,log_life_lt_3,3.0,5,0.30171695351600647,0.3490186333656311,-0.00701527576893568
MATCH_250K,393,log_life_lt_4,4.0,17,0.1458648443222046,0.2096092402935028,0.013359813019633293
MATCH_250K,393,log_life_lt_5,5.0,131,0.036297090351581573,0.08608900010585785,-0.007587174419313669
MATCH_250K,393,log_life_lt_6,6.0,270,0.024712681770324707,0.06526372581720352,-0.005126472562551498
MATCH_250K,4842,all,all,679,0.018773846328258514,0.048908185213804245,-0.0030365826096385717
MATCH_250K,4842,log_life_lt_2,2.0,1,0.313451886177063,0.313451886177063,0.313451886177063
MATCH_250K,4842,log_life_lt_3,3.0,4,0.21610131859779358,0.24568474292755127,0.05980721116065979
MATCH_250K,4842,log_life_lt_4,4.0,13,0.12787260115146637,0.16253191232681274,-0.021158190444111824
MATCH_250K,4842,log_life_lt_5,5.0,103,0.037887223064899445,0.08303050696849823,-0.01247384399175644
MATCH_250K,4842,log_life_lt_6,6.0,251,0.025531109422445297,0.06351806968450546,-0.006831769831478596
MATCH_250K,4866,all,all,679,0.019635220989584923,0.05549212172627449,0.000896573590580374
MATCH_250K,4866,log_life_lt_2,2.0,2,0.24346911907196045,0.2466883808374405,0.24346911907196045
MATCH_250K,4866,log_life_lt_3,3.0,4,0.26082539558410645,0.26954910159111023,0.26082539558410645
MATCH_250K,4866,log_life_lt_4,4.0,12,0.1473902314901352,0.18067605793476105,0.11534497886896133
MATCH_250K,4866,log_life_lt_5,5.0,126,0.03007938526570797,0.07126130908727646,0.006003555841743946
MATCH_250K,4866,log_life_lt_6,6.0,265,0.027022656053304672,0.07253367453813553,0.0020413605961948633
MATCH_250K,1755,all,all,679,0.016717754304409027,0.042160406708717346,-0.004520057700574398
MATCH_250K,1755,log_life_lt_2,2.0,1,0.25489675998687744,0.25489675998687744,0.25489675998687744
MATCH_250K,1755,log_life_lt_3,3.0,3,0.23108740150928497,0.24776749312877655,0.013300140388309956
MATCH_250K,1755,log_life_lt_4,4.0,15,0.11900529265403748,0.15595683455467224,-0.02334166318178177
MATCH_250K,1755,log_life_lt_5,5.0,111,0.029528679326176643,0.06635972112417221,-0.010567300952970982
MATCH_250K,1755,log_life_lt_6,6.0,255,0.02157847210764885,0.053026922047138214,-0.008234485983848572
MATCH_250K,2515,all,all,679,0.02026391588151455,0.057265955954790115,0.0010727267945185304
MATCH_250K,2515,log_life_lt_2,2.0,3,0.31296440958976746,0.3143979012966156,0.31296440958976746
MATCH_250K,2515,log_life_lt_3,3.0,4,0.3297635018825531,0.33206188678741455,0.3297635018825531
MATCH_250K,2515,log_life_lt_4,4.0,11,0.19037175178527832,0.22519026696681976,0.11545925587415695
MATCH_250K,2515,log_life_lt_5,5.0,100,0.04112352803349495,0.09498012810945511,0.0069165597669780254
MATCH_250K,2515,log_life_lt_6,6.0,260,0.028094857931137085,0.07608483731746674,0.004341189283877611
MATCH_250K,3585,all,all,679,0.02041187509894371,0.06586447358131409,6.0552702052518725e-05
MATCH_250K,3585,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,3585,log_life_lt_3,3.0,4,0.21434342861175537,0.25267288088798523,-0.21434342861175537
MATCH_250K,3585,log_life_lt_4,4.0,9,0.15892617404460907,0.19659516215324402,-0.07508834451436996
MATCH_250K,3585,log_life_lt_5,5.0,90,0.04517034813761711,0.12294650077819824,-0.02293183095753193
MATCH_250K,3585,log_life_lt_6,6.0,252,0.02832738868892193,0.09177622944116592,-0.0029562541749328375
MATCH_250K,4315,all,all,679,0.018511196598410606,0.061532046645879745,-0.0006556286243721843
MATCH_250K,4315,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,4315,log_life_lt_3,3.0,2,0.17444944381713867,0.1856856346130371,-0.17444944381713867
MATCH_250K,4315,log_life_lt_4,4.0,6,0.2193353921175003,0.28544607758522034,-0.037698667496442795
MATCH_250K,4315,log_life_lt_5,5.0,26,0.09723789989948273,0.15384498238563538,0.01840701512992382
MATCH_250K,4315,log_life_lt_6,6.0,205,0.027933869510889053,0.08191903680562973,0.0009245779365301132
MATCH_250K,4966,all,all,679,0.02206776849925518,0.05692339688539505,0.0062723299488425255
MATCH_250K,4966,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,4966,log_life_lt_3,3.0,4,0.14208316802978516,0.2108725905418396,0.14208316802978516
MATCH_250K,4966,log_life_lt_4,4.0,6,0.1056656464934349,0.17334216833114624,0.09091898053884506
MATCH_250K,4966,log_life_lt_5,5.0,21,0.15257464349269867,0.22530916333198547,0.11983400583267212
MATCH_250K,4966,log_life_lt_6,6.0,195,0.034557562321424484,0.08672169595956802,0.019814543426036835
MATCH_250K,2099,all,all,679,0.01824617199599743,0.04671192541718483,0.0015834455844014883
MATCH_250K,2099,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,2099,log_life_lt_3,3.0,4,0.12387609481811523,0.15592744946479797,-0.10752105712890625
MATCH_250K,2099,log_life_lt_4,4.0,12,0.15378005802631378,0.20932820439338684,-0.03082716464996338
MATCH_250K,2099,log_life_lt_5,5.0,114,0.033341359347105026,0.08682671189308167,-0.000349668029230088
MATCH_250K,2099,log_life_lt_6,6.0,258,0.023027703166007996,0.06275809556245804,0.0054121422581374645
MATCH_250K,3599,all,all,679,0.021409854292869568,0.06005939468741417,-0.0005645306082442403
MATCH_250K,3599,log_life_lt_2,2.0,1,0.44905543327331543,0.44905543327331543,-0.44905543327331543
MATCH_250K,3599,log_life_lt_3,3.0,4,0.49353742599487305,0.49448361992836,-0.49353742599487305
MATCH_250K,3599,log_life_lt_4,4.0,14,0.27388882637023926,0.34320661425590515,-0.14352324604988098
MATCH_250K,3599,log_life_lt_5,5.0,125,0.049265503883361816,0.1243383064866066,-0.017183993011713028
MATCH_250K,3599,log_life_lt_6,6.0,273,0.030286880210042,0.08726762235164642,-0.00478479964658618
MATCH_250K,4121,all,all,679,0.024365045130252838,0.055614933371543884,3.314685272925999e-07
MATCH_250K,4121,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,4121,log_life_lt_3,3.0,3,0.07344373315572739,0.0796782448887825,-0.04848559573292732
MATCH_250K,4121,log_life_lt_4,4.0,10,0.08111532032489777,0.09799645096063614,-0.032935358583927155
MATCH_250K,4121,log_life_lt_5,5.0,43,0.07319770753383636,0.11094075441360474,-0.0035044203978031874
MATCH_250K,4121,log_life_lt_6,6.0,219,0.0340496301651001,0.07317227870225906,0.006165817845612764
MATCH_250K,29,all,all,679,0.020493917167186737,0.05022803694009781,-0.002984707010909915
MATCH_250K,29,log_life_lt_2,2.0,2,0.3937450051307678,0.4016064405441284,0.3937450051307678
MATCH_250K,29,log_life_lt_3,3.0,4,0.2806348502635956,0.30812662839889526,0.18534216284751892
MATCH_250K,29,log_life_lt_4,4.0,13,0.12376654148101807,0.18326106667518616,0.059977613389492035
MATCH_250K,29,log_life_lt_5,5.0,113,0.03166112303733826,0.07498056441545486,0.0028703624848276377
MATCH_250K,29,log_life_lt_6,6.0,257,0.026544760912656784,0.07091929763555527,-0.002540535992011428
MATCH_250K,65,all,all,679,0.025420917198061943,0.05774003267288208,-0.0006419067503884435
MATCH_250K,65,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,65,log_life_lt_3,3.0,4,0.2777711749076843,0.3226887285709381,-0.2404358983039856
MATCH_250K,65,log_life_lt_4,4.0,14,0.18996427953243256,0.22354456782341003,-0.10192365199327469
MATCH_250K,65,log_life_lt_5,5.0,79,0.06420347094535828,0.11860153079032898,-0.012427677400410175
MATCH_250K,65,log_life_lt_6,6.0,246,0.03584502637386322,0.08085843175649643,-0.008434835821390152
MATCH_250K,838,all,all,679,0.01870887167751789,0.04550144821405411,-0.0002758502960205078
MATCH_250K,838,log_life_lt_2,2.0,2,0.17892777919769287,0.1814849078655243,0.17892777919769287
MATCH_250K,838,log_life_lt_3,3.0,4,0.18634504079818726,0.2015182375907898,0.18634504079818726
MATCH_250K,838,log_life_lt_4,4.0,14,0.11041312664747238,0.13494761288166046,0.06491308659315109
MATCH_250K,838,log_life_lt_5,5.0,94,0.03339250385761261,0.06493672728538513,-0.0024417841341346502
MATCH_250K,838,log_life_lt_6,6.0,245,0.027057647705078125,0.06288185715675354,-0.0023550139740109444
MATCH_250K,3906,all,all,679,0.018550878390669823,0.04921547695994377,0.0007371542742475867
MATCH_250K,3906,log_life_lt_2,2.0,1,0.28489577770233154,0.28489577770233154,0.28489577770233154
MATCH_250K,3906,log_life_lt_3,3.0,6,0.24465321004390717,0.27064943313598633,0.24465321004390717
MATCH_250K,3906,log_life_lt_4,4.0,14,0.15387484431266785,0.19049619138240814,0.15387484431266785
MATCH_250K,3906,log_life_lt_5,5.0,88,0.04233379289507866,0.08697330951690674,0.02490326017141342
MATCH_250K,3906,log_life_lt_6,6.0,243,0.029558874666690826,0.07195217162370682,0.010283613577485085
MATCH_250K,3773,all,all,679,0.019860131666064262,0.047552939504384995,-0.0008140926947817206
MATCH_250K,3773,log_life_lt_2,2.0,1,0.24816679954528809,0.24816679954528809,0.24816679954528809
MATCH_250K,3773,log_life_lt_3,3.0,3,0.2540307939052582,0.256710410118103,0.052706796675920486
MATCH_250K,3773,log_life_lt_4,4.0,15,0.11774983257055283,0.14297787845134735,0.045763030648231506
MATCH_250K,3773,log_life_lt_5,5.0,94,0.041131261736154556,0.07839009910821915,0.011409447528421879
MATCH_250K,3773,log_life_lt_6,6.0,247,0.027222413569688797,0.06039545312523842,0.0031623677350580692
MATCH_250K,4635,all,all,679,0.021080300211906433,0.057613275945186615,0.0013015902368351817
MATCH_250K,4635,log_life_lt_2,2.0,1,0.13417387008666992,0.13417387008666992,0.13417387008666992
MATCH_250K,4635,log_life_lt_3,3.0,5,0.26613467931747437,0.3340832591056824,-0.1407163143157959
MATCH_250K,4635,log_life_lt_4,4.0,17,0.15961620211601257,0.23191900551319122,-0.016559530049562454
MATCH_250K,4635,log_life_lt_5,5.0,134,0.03267686814069748,0.08987032622098923,-0.00573569443076849
MATCH_250K,4635,log_life_lt_6,6.0,274,0.026850717142224312,0.07442709058523178,-0.004352354444563389
MATCH_250K,3161,all,all,679,0.05945480242371559,0.15255475044250488,-0.0016123371897265315
MATCH_250K,3161,log_life_lt_2,2.0,3,0.35232236981391907,0.3557075560092926,0.35232236981391907
MATCH_250K,3161,log_life_lt_3,3.0,8,0.25662732124328613,0.28475049138069153,0.16105546057224274
MATCH_250K,3161,log_life_lt_4,4.0,33,0.13718058168888092,0.20195259153842926,0.04382180795073509
MATCH_250K,3161,log_life_lt_5,5.0,156,0.05971318110823631,0.13621991872787476,0.017506442964076996
MATCH_250K,3161,log_life_lt_6,6.0,294,0.059279609471559525,0.13070373237133026,0.029452713206410408
MATCH_250K,2659,all,all,679,0.015884464606642723,0.03972411900758743,-0.0003447595809120685
MATCH_250K,2659,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,2659,log_life_lt_3,3.0,4,0.1857912540435791,0.21551108360290527,-0.1817331314086914
MATCH_250K,2659,log_life_lt_4,4.0,13,0.09733669459819794,0.13715361058712006,-0.09268485754728317
MATCH_250K,2659,log_life_lt_5,5.0,109,0.024843771010637283,0.06028635799884796,-0.016732942312955856
MATCH_250K,2659,log_life_lt_6,6.0,258,0.02030009962618351,0.049002740532159805,-0.005508816335350275
MATCH_250K,4615,all,all,679,0.017633652314543724,0.04149310663342476,-0.002536039100959897
MATCH_250K,4615,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,4615,log_life_lt_3,3.0,3,0.18716327846050262,0.18860891461372375,-0.18716327846050262
MATCH_250K,4615,log_life_lt_4,4.0,12,0.1261468380689621,0.13252495229244232,0.010511358268558979
MATCH_250K,4615,log_life_lt_5,5.0,76,0.03837694600224495,0.06882143765687943,0.008014905266463757
MATCH_250K,4615,log_life_lt_6,6.0,245,0.024383919313549995,0.058942727744579315,-0.0004881099739577621
MATCH_250K,4628,all,all,679,0.019956201314926147,0.04817188158631325,-0.006561538204550743
MATCH_250K,4628,log_life_lt_2,2.0,1,0.3684670925140381,0.3684670925140381,0.3684670925140381
MATCH_250K,4628,log_life_lt_3,3.0,4,0.33548200130462646,0.3403181731700897,0.33548200130462646
MATCH_250K,4628,log_life_lt_4,4.0,5,0.2689961791038513,0.30439290404319763,0.2689961791038513
MATCH_250K,4628,log_life_lt_5,5.0,28,0.10934137552976608,0.1679471731185913,0.02657211758196354
MATCH_250K,4628,log_life_lt_6,6.0,217,0.026860997080802917,0.06965504586696625,0.001303238794207573
MATCH_250K,2451,all,all,679,0.017207160592079163,0.046491287648677826,0.00451451912522316
MATCH_250K,2451,log_life_lt_2,2.0,2,0.36227405071258545,0.3641115427017212,0.36227405071258545
MATCH_250K,2451,log_life_lt_3,3.0,4,0.35256028175354004,0.36406373977661133,0.35256028175354004
MATCH_250K,2451,log_life_lt_4,4.0,12,0.16936807334423065,0.22180496156215668,0.15780143439769745
MATCH_250K,2451,log_life_lt_5,5.0,92,0.035104453563690186,0.0866304263472557,0.020364033058285713
MATCH_250K,2451,log_life_lt_6,6.0,252,0.023386338725686073,0.06577101349830627,0.008638812229037285
MATCH_250K,2846,all,all,679,0.02376539260149002,0.061383605003356934,-0.0038263562601059675
MATCH_250K,2846,log_life_lt_2,2.0,2,0.17369383573532104,0.176406592130661,0.17369383573532104
MATCH_250K,2846,log_life_lt_3,3.0,4,0.2252066433429718,0.23273414373397827,0.2252066433429718
MATCH_250K,2846,log_life_lt_4,4.0,14,0.13202492892742157,0.15563946962356567,0.06342924386262894
MATCH_250K,2846,log_life_lt_5,5.0,123,0.03426028788089752,0.07486721128225327,-0.0016515147872269154
MATCH_250K,2846,log_life_lt_6,6.0,269,0.02381674386560917,0.05743037164211273,0.0006147215608507395
MATCH_250K,1144,all,all,679,0.024312147870659828,0.05450617894530296,0.0039825523272156715
MATCH_250K,1144,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,1144,log_life_lt_3,3.0,3,0.24999873340129852,0.26334184408187866,0.24999873340129852
MATCH_250K,1144,log_life_lt_4,4.0,5,0.1534995138645172,0.20408619940280914,0.1478833258152008
MATCH_250K,1144,log_life_lt_5,5.0,18,0.07372244447469711,0.1186823770403862,0.022170569747686386
MATCH_250K,1144,log_life_lt_6,6.0,187,0.034077275544404984,0.08137356489896774,0.0006595958257094026
MATCH_250K,3078,all,all,679,0.02250215783715248,0.04671533778309822,0.0020168088376522064
MATCH_250K,3078,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,3078,log_life_lt_3,3.0,5,0.13976231217384338,0.16150207817554474,-0.13976231217384338
MATCH_250K,3078,log_life_lt_4,4.0,14,0.106156125664711,0.12690453231334686,-0.0662621259689331
MATCH_250K,3078,log_life_lt_5,5.0,113,0.03510555624961853,0.07363194227218628,-0.020858686417341232
MATCH_250K,3078,log_life_lt_6,6.0,258,0.02758101001381874,0.06003723666071892,-0.011442244052886963
MATCH_250K,1103,all,all,679,0.02082683891057968,0.05515500158071518,0.00032594488584436476
MATCH_250K,1103,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,1103,log_life_lt_3,3.0,3,0.35335612297058105,0.355358749628067,-0.35335612297058105
MATCH_250K,1103,log_life_lt_4,4.0,10,0.18933884799480438,0.22804976999759674,-0.12636859714984894
MATCH_250K,1103,log_life_lt_5,5.0,85,0.0458216518163681,0.09989584237337112,-0.011010508984327316
MATCH_250K,1103,log_life_lt_6,6.0,247,0.029875215142965317,0.08130451291799545,-0.004354558885097504
MATCH_250K,168,all,all,679,0.018626855686306953,0.04856739938259125,0.003955033142119646
MATCH_250K,168,log_life_lt_2,2.0,3,0.2553955018520355,0.2622480094432831,0.2553955018520355
